ID,XMIN,XMAX,YMIN,YMAX,nummer,kt_so
1075,742500.0,751250.0,254000.0,260000.0,1075-3,1
1075,751250.0,760000.0,254000.0,260000.0,1075-4,1
1076,760000.0,768750.0,254000.0,260000.0,1076-3,1
1094,733750.0,742500.0,248000.0,254000.0,1094-2,1
1094,725000.0,733750.0,242000.0,248000.0,1094-3,1
1094,733750.0,742500.0,242000.0,248000.0,1094-4,1
1095,742500.0,751250.0,248000.0,254000.0,1095-1,1
1095,751250.0,760000.0,248000.0,254000.0,1095-2,1
1095,742500.0,751250.0,242000.0,248000.0,1095-3,1
1095,751250.0,760000.0,242000.0,248000.0,1095-4,1
1096,760000.0,768750.0,248000.0,254000.0,1096-1,1
1114,725000.0,733750.0,236000.0,242000.0,1114-1,1
1114,733750.0,742500.0,236000.0,242000.0,1114-2,1
1114,733750.0,742500.0,230000.0,236000.0,1114-4,1
1115,742500.0,751250.0,236000.0,242000.0,1115-1,1
1115,742500.0,751250.0,230000.0,236000.0,1115-3,1
