ID,XMIN,XMAX,YMIN,YMAX,nummer,kt_so
1169,646250.0,655000.0,200000.0,206000.0,1169-2,1
1169,646250.0,655000.0,194000.0,200000.0,1169-4,1
1170,655000.0,663750.0,200000.0,206000.0,1170-1,1
1170,663750.0,672500.0,200000.0,206000.0,1170-2,1
1170,655000.0,663750.0,194000.0,200000.0,1170-3,1
1170,663750.0,672500.0,194000.0,200000.0,1170-4,1
1189,637500.0,646250.0,188000.0,194000.0,1189-1,1
1189,646250.0,655000.0,188000.0,194000.0,1189-2,1
1189,637500.0,646250.0,182000.0,188000.0,1189-3,1
1189,646250.0,655000.0,182000.0,188000.0,1189-4,1
1190,655000.0,663750.0,188000.0,194000.0,1190-1,1
1190,663750.0,672500.0,188000.0,194000.0,1190-2,1
1190,655000.0,663750.0,182000.0,188000.0,1190-3,1
1190,663750.0,672500.0,182000.0,188000.0,1190-4,1
1191,672500.0,681250.0,188000.0,194000.0,1191-1,1
1191,681250.0,690000.0,188000.0,194000.0,1191-2,1
1191,672500.0,681250.0,182000.0,188000.0,1191-3,1
1209,646250.0,655000.0,176000.0,182000.0,1209-2,1
1210,655000.0,663750.0,176000.0,182000.0,1210-1,1
1210,663750.0,672500.0,176000.0,182000.0,1210-2,1
1211,672500.0,681250.0,176000.0,182000.0,1211-1,1
