ID,XMIN,XMAX,YMIN,YMAX,nummer,kt_so
1145,576250.0,585000.0,206000.0,212000.0,1145-4,1
1164,558750.0,567500.0,200000.0,206000.0,1164-2,1
1164,550000.0,558750.0,194000.0,200000.0,1164-3,1
1164,558750.0,567500.0,194000.0,200000.0,1164-4,1
1165,567500.0,576250.0,200000.0,206000.0,1165-1,1
1165,576250.0,585000.0,200000.0,206000.0,1165-2,1
1165,567500.0,576250.0,194000.0,200000.0,1165-3,1
1165,576250.0,585000.0,194000.0,200000.0,1165-4,1
1166,585000.0,593750.0,194000.0,200000.0,1166-3,1
1183,541250.0,550000.0,188000.0,194000.0,1183-2,1
1183,541250.0,550000.0,182000.0,188000.0,1183-4,1
1184,550000.0,558750.0,188000.0,194000.0,1184-1,1
1184,558750.0,567500.0,188000.0,194000.0,1184-2,1
1184,550000.0,558750.0,182000.0,188000.0,1184-3,1
1184,558750.0,567500.0,182000.0,188000.0,1184-4,1
1185,567500.0,576250.0,188000.0,194000.0,1185-1,1
1185,576250.0,585000.0,188000.0,194000.0,1185-2,1
1185,567500.0,576250.0,182000.0,188000.0,1185-3,1
1185,576250.0,585000.0,182000.0,188000.0,1185-4,1
1186,585000.0,593750.0,188000.0,194000.0,1186-1,1
1186,593750.0,602500.0,188000.0,194000.0,1186-2,1
1186,585000.0,593750.0,182000.0,188000.0,1186-3,1
1203,541250.0,550000.0,176000.0,182000.0,1203-2,1
1203,541250.0,550000.0,170000.0,176000.0,1203-4,1
1204,550000.0,558750.0,176000.0,182000.0,1204-1,1
1204,558750.0,567500.0,176000.0,182000.0,1204-2,1
1204,550000.0,558750.0,170000.0,176000.0,1204-3,1
1204,558750.0,567500.0,170000.0,176000.0,1204-4,1
1205,567500.0,576250.0,176000.0,182000.0,1205-1,1
1205,576250.0,585000.0,176000.0,182000.0,1205-2,1
1205,567500.0,576250.0,170000.0,176000.0,1205-3,1
1205,576250.0,585000.0,170000.0,176000.0,1205-4,1
1206,585000.0,593750.0,176000.0,182000.0,1206-1,1
1206,585000.0,593750.0,170000.0,176000.0,1206-3,1
1206,593750.0,602500.0,170000.0,176000.0,1206-4,1
1224,550000.0,558750.0,164000.0,170000.0,1224-1,1
1224,558750.0,567500.0,164000.0,170000.0,1224-2,1
1224,550000.0,558750.0,158000.0,164000.0,1224-3,1
1224,558750.0,567500.0,158000.0,164000.0,1224-4,1
1225,567500.0,576250.0,164000.0,170000.0,1225-1,1
1225,576250.0,585000.0,164000.0,170000.0,1225-2,1
1225,567500.0,576250.0,158000.0,164000.0,1225-3,1
1225,576250.0,585000.0,158000.0,164000.0,1225-4,1
1226,585000.0,593750.0,164000.0,170000.0,1226-1,1
1226,593750.0,602500.0,164000.0,170000.0,1226-2,1
1226,585000.0,593750.0,158000.0,164000.0,1226-3,1
1244,550000.0,558750.0,152000.0,158000.0,1244-1,1
1244,558750.0,567500.0,152000.0,158000.0,1244-2,1
1244,550000.0,558750.0,146000.0,152000.0,1244-3,1
1244,558750.0,567500.0,146000.0,152000.0,1244-4,1
1245,567500.0,576250.0,152000.0,158000.0,1245-1,1
1245,576250.0,585000.0,152000.0,158000.0,1245-2,1
1245,567500.0,576250.0,146000.0,152000.0,1245-3,1
1245,576250.0,585000.0,146000.0,152000.0,1245-4,1
1246,585000.0,593750.0,152000.0,158000.0,1246-1,1
1264,558750.0,567500.0,140000.0,146000.0,1264-2,1
1265,567500.0,576250.0,140000.0,146000.0,1265-1,1
