ID,XMIN,XMAX,YMIN,YMAX,nummer,kt_so
1054-4,738125.0,742500.0,266000.0,269000.0,1054-44,1
1055-3,742500.0,746875.0,266000.0,269000.0,1055-33,1
1055-4,751250.0,755625.0,266000.0,269000.0,1055-43,1
1055-4,755625.0,760000.0,266000.0,269000.0,1055-44,1
1073-2,716250.0,720625.0,260000.0,263000.0,1073-23,1
1073-2,720625.0,725000.0,260000.0,263000.0,1073-24,1
1073-4,716250.0,720625.0,257000.0,260000.0,1073-41,1
1073-4,720625.0,725000.0,257000.0,260000.0,1073-42,1
1073-4,716250.0,720625.0,254000.0,257000.0,1073-43,1
1073-4,720625.0,725000.0,254000.0,257000.0,1073-44,1
1074-1,725000.0,729375.0,260000.0,263000.0,1074-13,1
1074-1,729375.0,733750.0,260000.0,263000.0,1074-14,1
1074-2,733750.0,738125.0,263000.0,266000.0,1074-21,1
1074-2,738125.0,742500.0,263000.0,266000.0,1074-22,1
1074-2,733750.0,738125.0,260000.0,263000.0,1074-23,1
1074-2,738125.0,742500.0,260000.0,263000.0,1074-24,1
1074-3,725000.0,729375.0,257000.0,260000.0,1074-31,1
1074-3,729375.0,733750.0,257000.0,260000.0,1074-32,1
1074-3,725000.0,729375.0,254000.0,257000.0,1074-33,1
1074-3,729375.0,733750.0,254000.0,257000.0,1074-34,1
1074-4,733750.0,738125.0,257000.0,260000.0,1074-41,1
1074-4,738125.0,742500.0,257000.0,260000.0,1074-42,1
1074-4,733750.0,738125.0,254000.0,257000.0,1074-43,1
1074-4,738125.0,742500.0,254000.0,257000.0,1074-44,1
1075-1,742500.0,746875.0,263000.0,266000.0,1075-11,1
1075-1,746875.0,751250.0,263000.0,266000.0,1075-12,1
1075-1,742500.0,746875.0,260000.0,263000.0,1075-13,1
1075-1,746875.0,751250.0,260000.0,263000.0,1075-14,1
1075-2,751250.0,755625.0,263000.0,266000.0,1075-21,1
1075-2,755625.0,760000.0,263000.0,266000.0,1075-22,1
1075-2,751250.0,755625.0,260000.0,263000.0,1075-23,1
1075-2,755625.0,760000.0,260000.0,263000.0,1075-24,1
1075-3,742500.0,746875.0,257000.0,260000.0,1075-31,1
1075-3,746875.0,751250.0,257000.0,260000.0,1075-32,1
1075-3,742500.0,746875.0,254000.0,257000.0,1075-33,1
1075-3,746875.0,751250.0,254000.0,257000.0,1075-34,1
1075-4,751250.0,755625.0,257000.0,260000.0,1075-41,1
1075-4,755625.0,760000.0,257000.0,260000.0,1075-42,1
1075-4,751250.0,755625.0,254000.0,257000.0,1075-43,1
1075-4,755625.0,760000.0,254000.0,257000.0,1075-44,1
1076-1,760000.0,764375.0,260000.0,263000.0,1076-13,1
1076-3,760000.0,764375.0,257000.0,260000.0,1076-31,1
1076-3,764375.0,768750.0,257000.0,260000.0,1076-32,1
1076-3,760000.0,764375.0,254000.0,257000.0,1076-33,1
1076-3,764375.0,768750.0,254000.0,257000.0,1076-34,1
1093-1,711875.0,716250.0,251000.0,254000.0,1093-12,1
1093-1,711875.0,716250.0,248000.0,251000.0,1093-14,1
1093-2,716250.0,720625.0,251000.0,254000.0,1093-21,1
1093-2,720625.0,725000.0,251000.0,254000.0,1093-22,1
1093-2,716250.0,720625.0,248000.0,251000.0,1093-23,1
1093-2,720625.0,725000.0,248000.0,251000.0,1093-24,1
1093-3,711875.0,716250.0,245000.0,248000.0,1093-32,1
1093-3,711875.0,716250.0,242000.0,245000.0,1093-34,1
1093-4,716250.0,720625.0,245000.0,248000.0,1093-41,1
1093-4,720625.0,725000.0,245000.0,248000.0,1093-42,1
1093-4,716250.0,720625.0,242000.0,245000.0,1093-43,1
1093-4,720625.0,725000.0,242000.0,245000.0,1093-44,1
1094-1,725000.0,729375.0,251000.0,254000.0,1094-11,1
1094-1,729375.0,733750.0,251000.0,254000.0,1094-12,1
1094-1,725000.0,729375.0,248000.0,251000.0,1094-13,1
1094-1,729375.0,733750.0,248000.0,251000.0,1094-14,1
1094-2,733750.0,738125.0,251000.0,254000.0,1094-21,1
1094-2,738125.0,742500.0,251000.0,254000.0,1094-22,1
1094-2,733750.0,738125.0,248000.0,251000.0,1094-23,1
1094-3,725000.0,729375.0,245000.0,248000.0,1094-31,1
1094-3,729375.0,733750.0,245000.0,248000.0,1094-32,1
1094-3,725000.0,729375.0,242000.0,245000.0,1094-33,1
1094-3,729375.0,733750.0,242000.0,245000.0,1094-34,1
1094-4,733750.0,738125.0,245000.0,248000.0,1094-41,1
1094-4,733750.0,738125.0,242000.0,245000.0,1094-43,1
1095-1,742500.0,746875.0,251000.0,254000.0,1095-11,1
1095-1,746875.0,751250.0,251000.0,254000.0,1095-12,1
1095-2,755625.0,760000.0,251000.0,254000.0,1095-22,1
1095-2,751250.0,755625.0,248000.0,251000.0,1095-23,1
1095-2,755625.0,760000.0,248000.0,251000.0,1095-24,1
1095-4,751250.0,755625.0,245000.0,248000.0,1095-41,1
1095-4,755625.0,760000.0,245000.0,248000.0,1095-42,1
1095-4,751250.0,755625.0,242000.0,245000.0,1095-43,1
1095-4,755625.0,760000.0,242000.0,245000.0,1095-44,1
1096-1,760000.0,764375.0,251000.0,254000.0,1096-11,1
1096-1,764375.0,768750.0,251000.0,254000.0,1096-12,1
1096-1,760000.0,764375.0,248000.0,251000.0,1096-13,1
1096-1,764375.0,768750.0,248000.0,251000.0,1096-14,1
1096-2,768750.0,773125.0,251000.0,254000.0,1096-21,1
1096-2,768750.0,773125.0,248000.0,251000.0,1096-23,1
1096-3,760000.0,764375.0,245000.0,248000.0,1096-31,1
1096-3,764375.0,768750.0,245000.0,248000.0,1096-32,1
1096-3,760000.0,764375.0,242000.0,245000.0,1096-33,1
1112-4,698750.0,703125.0,233000.0,236000.0,1112-41,1
1112-4,703125.0,707500.0,233000.0,236000.0,1112-42,1
1112-4,698750.0,703125.0,230000.0,233000.0,1112-43,1
1112-4,703125.0,707500.0,230000.0,233000.0,1112-44,1
1113-1,711875.0,716250.0,239000.0,242000.0,1113-12,1
1113-1,711875.0,716250.0,236000.0,239000.0,1113-14,1
1113-2,716250.0,720625.0,239000.0,242000.0,1113-21,1
