ID,XMIN,XMAX,YMIN,YMAX,nummer,kt_so
1066-2,598125.0,602500.0,260000.0,263000.0,1066-24,1
1066-4,598125.0,602500.0,257000.0,260000.0,1066-42,1
1066-4,593750.0,598125.0,254000.0,257000.0,1066-43,1
1066-4,598125.0,602500.0,254000.0,257000.0,1066-44,1
1067-1,602500.0,606875.0,260000.0,263000.0,1067-13,1
1067-1,606875.0,611250.0,260000.0,263000.0,1067-14,1
1067-2,615625.0,620000.0,260000.0,263000.0,1067-24,1
1067-3,602500.0,606875.0,257000.0,260000.0,1067-31,1
1067-3,606875.0,611250.0,257000.0,260000.0,1067-32,1
1067-3,602500.0,606875.0,254000.0,257000.0,1067-33,1
1067-3,606875.0,611250.0,254000.0,257000.0,1067-34,1
1067-4,611250.0,615625.0,257000.0,260000.0,1067-41,1
1067-4,615625.0,620000.0,257000.0,260000.0,1067-42,1
1067-4,611250.0,615625.0,254000.0,257000.0,1067-43,1
1067-4,615625.0,620000.0,254000.0,257000.0,1067-44,1
1068-3,620000.0,624375.0,257000.0,260000.0,1068-31,1
1069-3,637500.0,641875.0,257000.0,260000.0,1069-31,1
1069-3,637500.0,641875.0,254000.0,257000.0,1069-33,1
1086-2,593750.0,598125.0,251000.0,254000.0,1086-21,1
1086-2,598125.0,602500.0,251000.0,254000.0,1086-22,1
1086-2,598125.0,602500.0,248000.0,251000.0,1086-24,1
1086-4,598125.0,602500.0,245000.0,248000.0,1086-42,1
1087-1,602500.0,606875.0,251000.0,254000.0,1087-11,1
1087-1,606875.0,611250.0,251000.0,254000.0,1087-12,1
1087-1,602500.0,606875.0,248000.0,251000.0,1087-13,1
1087-1,606875.0,611250.0,248000.0,251000.0,1087-14,1
1087-2,611250.0,615625.0,251000.0,254000.0,1087-21,1
1087-2,615625.0,620000.0,251000.0,254000.0,1087-22,1
1087-2,611250.0,615625.0,248000.0,251000.0,1087-23,1
1087-2,615625.0,620000.0,248000.0,251000.0,1087-24,1
1087-3,602500.0,606875.0,245000.0,248000.0,1087-31,1
1087-3,606875.0,611250.0,245000.0,248000.0,1087-32,1
1087-3,606875.0,611250.0,242000.0,245000.0,1087-34,1
1087-4,611250.0,615625.0,245000.0,248000.0,1087-41,1
1087-4,615625.0,620000.0,245000.0,248000.0,1087-42,1
1087-4,611250.0,615625.0,242000.0,245000.0,1087-43,1
1087-4,615625.0,620000.0,242000.0,245000.0,1087-44,1
1088-2,633125.0,637500.0,251000.0,254000.0,1088-22,1
1088-2,628750.0,633125.0,248000.0,251000.0,1088-23,1
1088-2,633125.0,637500.0,248000.0,251000.0,1088-24,1
1088-3,620000.0,624375.0,245000.0,248000.0,1088-31,1
1088-3,624375.0,628750.0,245000.0,248000.0,1088-32,1
1088-3,620000.0,624375.0,242000.0,245000.0,1088-33,1
1088-3,624375.0,628750.0,242000.0,245000.0,1088-34,1
1088-4,628750.0,633125.0,245000.0,248000.0,1088-41,1
1088-4,633125.0,637500.0,245000.0,248000.0,1088-42,1
1088-4,628750.0,633125.0,242000.0,245000.0,1088-43,1
1088-4,633125.0,637500.0,242000.0,245000.0,1088-44,1
1089-1,637500.0,641875.0,251000.0,254000.0,1089-11,1
1089-1,641875.0,646250.0,251000.0,254000.0,1089-12,1
1089-1,637500.0,641875.0,248000.0,251000.0,1089-13,1
1089-1,641875.0,646250.0,248000.0,251000.0,1089-14,1
1089-3,637500.0,641875.0,245000.0,248000.0,1089-31,1
1089-3,641875.0,646250.0,245000.0,248000.0,1089-32,1
1089-3,637500.0,641875.0,242000.0,245000.0,1089-33,1
1089-3,641875.0,646250.0,242000.0,245000.0,1089-34,1
1106-3,589375.0,593750.0,230000.0,233000.0,1106-34,1
1106-4,598125.0,602500.0,233000.0,236000.0,1106-42,1
1106-4,593750.0,598125.0,230000.0,233000.0,1106-43,1
1106-4,598125.0,602500.0,230000.0,233000.0,1106-44,1
1107-1,606875.0,611250.0,239000.0,242000.0,1107-12,1
1107-1,602500.0,606875.0,236000.0,239000.0,1107-13,1
1107-1,606875.0,611250.0,236000.0,239000.0,1107-14,1
1107-2,611250.0,615625.0,239000.0,242000.0,1107-21,1
